district_id,apartments,living_area,living_area_per_apartment,persons_per_apartment,living_area_per_person
01,168.236686000003,1145.61421010002,68.0953861692211,1.90709843749538,35.7062775735121
02,132.78086,887.039818500003,66.8047953974692,1.87533002120938,35.6229541690947
03,195.638283000003,1355.98813830002,69.3109813430533,1.76568958642926,39.2543411230172
04,160.384340999998,1194.13314809998,74.4544723415361,1.68845351305213,44.0962524380957
05,105.196988000001,726.14085620001,69.0267725345902,1.72405862038559,40.0373697961337
06,139.322374,1146.9246734,82.3216429975561,1.82839398071124,45.0240177259461
07,162.932503999998,1239.23661589999,76.0582809124446,1.86386960578474,40.806653360508
08,145.314333000003,1016.32766140002,69.9399460753812,1.94719076335024,35.9183842650558
09,123.153405,871.873785600003,70.7957514938381,1.80159985832304,39.2960463261449
10,121.461804000001,861.66733420001,70.9414240381281,1.86654882879889,38.0067335735216
11,137.651735000004,881.377003600027,64.0294874307251,1.76658112591171,36.2448610434917
12,119.252988999999,927.429391799989,77.7699074528018,1.89690732196239,40.99826414943
