id,apartments,uninhabited_apartments,inhabited_apartments,inhabited_apartments_living_area,inhabited_apartments_living_area_per_apartment,inhabited_apartments_living_area_per_person,inhabited_apartments_persons_per_apartment
0,1884,130,1754,12518,856,470,21
