district_id,apartments,living_area,living_area_per_apartment,persons_per_apartment,living_area_per_person
01,158.870364000003,1041.76808680002,65.5734688692473,1.86282148884609,35.2011554847729
02,120.555883999998,820.878029799988,68.0910796357314,1.83008185647745,37.2065759762208
03,166.155975000004,1134.08240990002,68.254085349624,1.81388936509806,37.6285823506848
04,134.299788999997,962.20141159998,71.6457872915943,1.73147045674063,41.3785791219693
05,88.8233849999991,595.964348799995,67.0954331227074,1.92789514833284,34.8024285349381
06,101.032033999998,736.973922999986,72.9445794390321,1.79881559149844,40.5514494002514
07,133.390736000002,954.317974400016,71.5430473672474,1.87041556619044,38.2498139239518
08,125.243893000003,835.507553200019,66.7104425762302,1.9986493952244,33.3777613700676
09,103.091034999999,686.445388699995,66.5863320413846,1.77637496800765,37.4843899743007
10,99.3305280000009,637.685277500006,64.1983175102019,1.92009860251624,33.4349066376444
11,130.934326999996,824.928321199976,63.0032123814254,1.79045340035238,35.1884122586077
12,84.4264150000012,568.511163500008,67.338067534906,1.90607091394322,35.3282068585785
