id,total,uninhabited_apartments,inhabited_apartments,inhabited_apartments_living_area,inhabited_apartments_living_area_per_apartment,inhabited_apartments_living_area_per_person,inhabited_apartments_persons_per_apartment
01,186.759635000004,17.6478360000001,169.111799000004,1139.42800660002,67.3772033257124,35.9964531696865,1.87177339412018
02,147.806407999998,14.541246,133.265161999998,945.016761399985,70.9125136095207,37.8272817974353,1.87463942001586
03,211.448965000009,11.698366,199.750599000008,1521.39218060006,76.1645866503761,39.5132071638857,1.927572883023
04,177.091362999995,15.765491,161.325871999996,1250.60706179997,77.5205518058504,44.0846052541997,1.75844949407743
05,115.367401999998,6.97423900000001,108.393162999998,807.871792499987,74.5316189822785,37.663423952843,1.97888590999047
06,154.961626999998,11.03274,143.928886999998,1247.69865589998,86.6885502908114,45.3115352220177,1.91316736160129
07,176.701575999998,10.309841,166.391735,1281.4875727,77.0162996797887,40.4902428800835,1.90209527534526
08,161.616964000001,12.675691,148.941273000002,1077.16684290001,72.3215816008233,35.6988683143543,2.02587883077916
09,136.071226,8.660114,127.411111999999,956.389500499994,75.0632723855358,39.6210235046307,1.89453138121893
10,131.951022000002,/,128.207206000002,955.037596300013,74.4917252389074,37.0280955026248,2.01176226397134
11,149.822085999998,/,144.921464999997,973.337541799984,67.1631039473691,36.6504273642887,1.83253262724056
12,127.418536000002,7.94774600000001,119.470790000002,947.233526200014,79.2857840983557,39.7906710998538,1.99257217601055
