id,total,percentage_of_household_net_income_average
01,162.579107,28.726092750651
02,116.053566,28.5963234942733
03,156.923679,25.2708795464832
04,138.777075,29.5654759476664
05,92.239849,29.9302695085722
06,101.045002,29.2367931864656
07,136.375846,28.8086823160753
08,119.816112,30.4404474082751
09,105.834152,26.712521200151
10,91.8753620000001,25.6640791358188
11,129.008154,26.709096139768
12,84.2861740000001,29.7956008419601
