id,apartments,gross_rent_per_sqm_below_6_euros,gross_rent_per_sqm_between_6_and_7_euros,gross_rent_per_sqm_between_7_and_8_euros,gross_rent_per_sqm_between_8_and_9_euros,gross_rent_per_sqm_above_9_euros,gross_rent_per_sqm_average
0,1390,107,181,305,276,202,312
