id,total,uninhabited_apartments,inhabited_apartments,inhabited_apartments_living_area,inhabited_apartments_living_area_per_apartment,inhabited_apartments_living_area_per_person,inhabited_apartments_persons_per_apartment
0,1877,117,1751,13102,898,469,22
